,respondent_id,question_id,posttime,ranking,opmerkingen,context_aangeroepen
195,9n2kstf8d2pbqd7n4g91upa6ff,37,2021-10-18 11:32:54,"ibm,google,azure",Geen extra informatie,Nog niks
196,9n2kstf8d2pbqd7n4g91upa6ff,113,2021-10-18 11:33:20,"google,azure,ibm",Geen extra informatie,kan niet
197,9n2kstf8d2pbqd7n4g91upa6ff,34,2021-10-18 16:15:17,"google,azure,ibm",Ik twijfel tussen nummer 1 en 2,kan niet
198,9n2kstf8d2pbqd7n4g91upa6ff,31,2021-10-18 16:26:11,"google,ibm,azure",Geen extra informatie,Nog niks
199,9n2kstf8d2pbqd7n4g91upa6ff,129,2021-10-18 16:26:55,"google,azure,ibm",Geen extra informatie,Nog niks
200,9n2kstf8d2pbqd7n4g91upa6ff,132,2021-10-18 16:27:35,"google,ibm,azure",Geen extra informatie,Nog niks
201,9n2kstf8d2pbqd7n4g91upa6ff,158,2021-10-18 16:28:38,"ibm,azure,google",Ik vind dat ze alle 3 even goed zijn,Nog niks
202,9n2kstf8d2pbqd7n4g91upa6ff,154,2021-10-18 16:29:24,"ibm,google,azure",Ik vind dat ze alle 3 even goed zijn,kan niet
203,9n2kstf8d2pbqd7n4g91upa6ff,76,2021-10-18 16:30:23,"google,ibm,azure",Geen extra informatie,Nog niks
204,9n2kstf8d2pbqd7n4g91upa6ff,90,2021-10-18 16:30:46,"azure,google,ibm",Geen extra informatie,kan niet
205,9n2kstf8d2pbqd7n4g91upa6ff,149,2021-10-18 16:32:34,"azure,google,ibm",Ik twijfel tussen nummer 2 en 3,Nog niks
206,9n2kstf8d2pbqd7n4g91upa6ff,121,2021-10-18 16:33:44,"google,ibm,azure",Ik twijfel tussen nummer 1 en 2,Nog niks
207,9n2kstf8d2pbqd7n4g91upa6ff,147,2021-10-19 15:39:18,"google,azure,ibm",Geen extra informatie,kan niet
208,9n2kstf8d2pbqd7n4g91upa6ff,168,2021-10-19 15:39:45,"google,ibm,azure",Geen extra informatie,kan niet
209,9n2kstf8d2pbqd7n4g91upa6ff,119,2021-10-19 15:40:28,"google,azure,ibm",Geen extra informatie,kan niet
210,9n2kstf8d2pbqd7n4g91upa6ff,148,2021-10-19 15:40:46,"azure,ibm,google",Geen extra informatie,Nog niks
211,9n2kstf8d2pbqd7n4g91upa6ff,62,2021-10-19 15:41:30,"google,azure,ibm",Geen extra informatie,Nog niks
212,9n2kstf8d2pbqd7n4g91upa6ff,151,2021-10-19 15:42:28,"ibm,google,azure",Geen extra informatie,Nog niks
